Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,combined_text,cleaned_text,cluster
Between the World and Me,Ta-Nehisi Coates,4.7,6520.0,879.0,number-one new york times best seller  national book award winner  named one of time’s ten best nonfiction books of the decade  pulitzer prize finalist  national book critics circle award finalist ,215.0,Racism & Discrimination Studies,8,Between the World and Me Number-one New York Times best seller  National Book Award winner  Named one of Time’s Ten Best Nonfiction Books of the Decade  Pulitzer Prize finalist  National Book Critics Circle Award finalist ,world numberone new york time best seller national book award winner named one time ten best nonfiction book decade pulitzer prize finalist national book critic circle award finalist,3
Everything I Never Told You,Celeste Ng,4.3,7503.0,793.0,lydia is the favourite child of marilyn and james lee - a girl who inherited her mother's bright-blue eyes and her father's jet-black hair. ,601.0,Primary Education,999,Everything I Never Told You Lydia is the favourite child of Marilyn and James Lee - a girl who inherited her mother's bright-blue eyes and her father's jet-black hair. ,everything never told lydia favourite child marilyn james lee girl inherited mother brightblue eye father jetblack hair,3
101 Amazing Facts About Trees,Jack Goldstein,5.0,1.0,152.0,how can you use a tree as a compass? what on earth makes maple trees explode? where is the tallest tree in the world? and how can a tree own itself? ,2100.0,Audiobooks on Flowers & Trees for Children,3,101 Amazing Facts About Trees How can you use a tree as a compass? What on earth makes maple trees explode? Where is the tallest tree in the world? And how can a tree own itself? ,amazing fact tree use tree compass earth make maple tree explode tallest tree world tree,3
Orientalism,Edward Said,4.5,417.0,1338.0,"this landmark book, first published in 1978, remains one of the most influential books in the social sciences, particularly ethnic studies and postcolonialism. said is best known for describing and critiquing ""orientalism"", which he perceived as a constellation of false assumptions underlying western attitudes toward the east. in orientalism said claimed a ""subtle and persistent eurocentric prejudice against arabo-islamic peoples and their culture."" he argued that a long tradition of false and romanticized images of asia and the middle east in western culture had served as an implicit justification for europe and the us' colonial and imperial ambitions. just as fiercely, he denounced the practice of arab elites who internalized the us and british orientalists' ideas of arabic culture. peter ganim's narration gives the work an elegant and knowledgable voice.",1142.0,Middle Eastern History,2,"Orientalism This landmark book, first published in 1978, remains one of the most influential books in the Social Sciences, particularly Ethnic Studies and Postcolonialism. Said is best known for describing and critiquing ""Orientalism"", which he perceived as a constellation of false assumptions underlying Western attitudes toward the East. In Orientalism Said claimed a ""subtle and persistent Eurocentric prejudice against Arabo-Islamic peoples and their culture."" He argued that a long tradition of false and romanticized images of Asia and the Middle East in Western culture had served as an implicit justification for Europe and the US' colonial and imperial ambitions. Just as fiercely, he denounced the practice of Arab elites who internalized the US and British orientalists' ideas of Arabic culture. Peter Ganim's narration gives the work an elegant and knowledgable voice.",orientalism landmark book first published remains one influential book social science particularly ethnic study postcolonialism said best known describing critiquing orientalism perceived constellation false assumption underlying western attitude toward east orientalism said claimed subtle persistent eurocentric prejudice araboislamic people culture argued long tradition false romanticized image asia middle east western culture served implicit justification europe u colonial imperial ambition fiercely denounced practice arab elite internalized u british orientalist idea arabic culture peter ganims narration give work elegant knowledgable voice,3
Forge Your Future,A.P.J. Abdul Kalam,4.7,523.0,668.0,"“despite the fact that i spent my childhood in rameswaram, an isolated island in the south of india, i could get educated, find a job and overcome many obstacles to become the president of my country. if i could overcome all the hardships and achieve what i have, so can you or anyone else. it does not matter where you start from or what you have achieved till date, the important thing is that from this point onwards, you decide what you want and work towards creating your own future. this is the message i want to convey through this book, and if it can inspire even one young person to achieve his or her dream, i will feel that my effort has been truly worth it. ",337.0,Personal Success,541,"Forge Your Future “Despite the fact that I spent my childhood in Rameswaram, an isolated island in the south of India, I could get educated, find a job and overcome many obstacles to become the President of my country. If I could overcome all the hardships and achieve what I have, so can you or anyone else. It does not matter where you start from or what you have achieved till date, the important thing is that from this point onwards, you decide what you want and work towards creating your own future. This is the message I want to convey through this book, and if it can inspire even one young person to achieve his or her dream, I will feel that my effort has been truly worth it. ",forge future despite fact spent childhood rameswaram isolated island south india could get educated find job overcome many obstacle become president country could overcome hardship achieve anyone else matter start achieved till date important thing point onwards decide want work towards creating future message want convey book inspire even one young person achieve dream feel effort truly worth,3
"Play Bigger: How Pirates, Dreamers and Innovators Create and Dominate Markets",Al Ramadan,4.4,124.0,1063.0,the how-to playbook for start-ups and established companies on a groundbreaking discipline called category design. ,487.0,Investing Analysis & Strategy,14,"Play Bigger: How Pirates, Dreamers and Innovators Create and Dominate Markets The how-to playbook for start-ups and established companies on a groundbreaking discipline called category design. ",play bigger pirate dreamer innovator create dominate market howto playbook startup established company groundbreaking discipline called category design,3
The English Patient,Michael Ondaatje,4.1,394.0,569.0,"with unsettling beauty and intelligence, this golden man booker prize-winning novel traces the intersection of four damaged lives in an abandoned italian villa at the end of world war ii.  ",533.0,Historical Fiction,149,"The English Patient With unsettling beauty and intelligence, this Golden Man Booker Prize-winning novel traces the intersection of four damaged lives in an abandoned Italian villa at the end of World War II.  ",english patient unsettling beauty intelligence golden man booker prizewinning novel trace intersection four damaged life abandoned italian villa end world war ii,3
Choose FI: Your Blueprint to Financial Independence,Chris Mamula,4.7,212.0,668.0,choose fi: a blueprint for financial independence,383.0,Budgeting,5,Choose FI: Your Blueprint to Financial Independence Choose FI: A Blueprint for Financial Independence,choose fi blueprint financial independence choose fi blueprint financial independence,3
China's Economy: What Everyone Needs to Know®,Arthur R. Kroeber,4.6,123.0,836.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"China's Economy: What Everyone Needs to Know® Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",china economy everyone need know sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty... And Start Speaking up, Saying No, Asking Boldly, and Unapologetically Being Yourself",Dr. Aziz Gazipura PsyD,4.7,403.0,836.0,are you too nice?,1082.0,Self-Hypnosis,15,"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty... And Start Speaking up, Saying No, Asking Boldly, and Unapologetically Being Yourself Are you too nice?",nice stop people pleasing staying silent feeling guilty start speaking saying asking boldly unapologetically nice,3
"The Hit: Will Robie, Book 2",David Baldacci,4.5,6477.0,323.0,the trap is set. failure is not an option. ,705.0,Mysteries,121,"The Hit: Will Robie, Book 2 The trap is set. Failure is not an option. ",hit robie book trap set failure option,3
Judgement Detox: Release the Beliefs That Hold You Back from Living a Better Life,Gabrielle Bernstein,4.5,553.0,469.0,"judgement - both being judged and judging others - is at the core of our discomfort and the root of many of our life blocks. when we judge others, we get a quick hit of self-righteousness. judgement can get us through when we feel hurt, insecure, or vulnerable. but inevitably this feeling of righteousness fades and judgement causes our energy to weaken and our thoughts to darken. spiritual thought leader gabrielle bernstein made the commitment to heal her own relationship to judgement and changed her life in profound ways. she found that becoming more aware of her judgements made her a more mindful and conscious person. her willingness to revise these perceptions has set her free. here gabrielle shares the process she used to liberate herself - a six-step interactive programme that calls on spiritual principles from a course in miracles, kundalini yoga, meditation, and other metaphysical and healing teachings. when you follow the process and become willing to let go, judgement, pain and suffering will begin to dissolve. ",310.0,Personal Success,542,"Judgement Detox: Release the Beliefs That Hold You Back from Living a Better Life Judgement - both being judged and judging others - is at the core of our discomfort and the root of many of our life blocks. When we judge others, we get a quick hit of self-righteousness. Judgement can get us through when we feel hurt, insecure, or vulnerable. But inevitably this feeling of righteousness fades and judgement causes our energy to weaken and our thoughts to darken. Spiritual thought leader Gabrielle Bernstein made the commitment to heal her own relationship to judgement and changed her life in profound ways. She found that becoming more aware of her judgements made her a more mindful and conscious person. Her willingness to revise these perceptions has set her free. Here Gabrielle shares the process she used to liberate herself - a six-step interactive programme that calls on spiritual principles from A Course in Miracles, Kundalini Yoga, meditation, and other metaphysical and healing teachings. When you follow the process and become willing to let go, judgement, pain and suffering will begin to dissolve. ",judgement detox release belief hold back living better life judgement judged judging others core discomfort root many life block judge others get quick hit selfrighteousness judgement get u feel hurt insecure vulnerable inevitably feeling righteousness fade judgement cause energy weaken thought darken spiritual thought leader gabrielle bernstein made commitment heal relationship judgement changed life profound way found becoming aware judgement made mindful conscious person willingness revise perception set free gabrielle share process used liberate sixstep interactive programme call spiritual principle course miracle kundalini yoga meditation metaphysical healing teaching follow process become willing let go judgement pain suffering begin dissolve,3
The Blue Jackal,Shobha Viswanath,4.4,4.0,75.0,"one fine day, chandarva, a small jackal, wakes up to find his fur all blue.",1200.0,Foxes & Wolves Fiction for Children,3,"The Blue Jackal One fine day, Chandarva, a small jackal, wakes up to find his fur all blue.",blue jackal one fine day chandarva small jackal wake find fur blue,3
Hunting November,Adriana Mather,4.8,85.0,1382.0,"surviving a few weeks at the world's most lethal boarding school was one thing. but now comes the real test: can november adley find her missing father before her enemies find her? subterfuge is the name of the game in this thrilling sequel to killing november, from the number one new york times best-selling author of how to hang a witch.",760.0,Mystery & Detective Fiction for Teens,5,"Hunting November Surviving a few weeks at the world's most lethal boarding school was one thing. But now comes the real test: Can November Adley find her missing father before her enemies find her? Subterfuge is the name of the game in this thrilling sequel to Killing November, from the number one New York Times best-selling author of How to Hang a Witch.",hunting november surviving week world lethal boarding school one thing come real test november adley find missing father enemy find subterfuge name game thrilling sequel killing november number one new york time bestselling author hang witch,3
Predictable Revenue: Turn Your Business Into A Sales Machine with the $100 Million Best Practices of Salesforce.com,Aaron Ross,4.2,450.0,668.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"Predictable Revenue: Turn Your Business Into A Sales Machine with the $100 Million Best Practices of Salesforce.com 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",predictable revenue turn business sale machine million best practice salesforcecom oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Ikkisvi Sadi ka Lokvyavahar [Easy Peasey: People Skills for Life],Allan Pease,4.3,57.0,233.0,"ikkisvi sadi ka lok vyavahar is the hindi translation of the successful english book easy peasey: people skills for life. it is written to help people achieve the skills essential to getting along with other people. it speaks of the human need to be recognised, to be made to feel important and appreciated by everyone. people’s response to another depends on how important they are made to feel.  ",112.0,Personal Success,315,"Ikkisvi Sadi ka Lokvyavahar [Easy Peasey: People Skills for Life] Ikkisvi Sadi Ka Lok Vyavahar is the Hindi translation of the successful English book Easy Peasey: People Skills for Life. It is written to help people achieve the skills essential to getting along with other people. It speaks of the human need to be recognised, to be made to feel important and appreciated by everyone. People’s response to another depends on how important they are made to feel.  ",ikkisvi sadi ka lokvyavahar easy peasey people skill life ikkisvi sadi ka lok vyavahar hindi translation successful english book easy peasey people skill life written help people achieve skill essential getting along people speaks human need recognised made feel important appreciated everyone people response another depends important made feel,3
Home Before Dark,Susan Wiggs,4.5,108.0,1005.0,"like a technicolor tornado bursting into luz's picture-perfect life, jessie returns to her texas hometown with a shattering request. she wants to tell lila the truth. as luz and her husband struggle with what jessie's return may mean to rebellious lila, their seemingly solid marriage falters. old secrets are exposed. then, just as jessie comes to terms with the past, life's bittersweet irony plays its hand. she meets dustin matlock, a young father who has survived a devastating loss. and jessie begins to see the hopeful possibilities that lie buried in the most wrenching tragedies. ",690.0,Contemporary Fiction,57,"Home Before Dark Like a Technicolor tornado bursting into Luz's picture-perfect life, Jessie returns to her Texas hometown with a shattering request. She wants to tell Lila the truth. As Luz and her husband struggle with what Jessie's return may mean to rebellious Lila, their seemingly solid marriage falters. Old secrets are exposed. Then, just as Jessie comes to terms with the past, life's bittersweet irony plays its hand. She meets Dustin Matlock, a young father who has survived a devastating loss. And Jessie begins to see the hopeful possibilities that lie buried in the most wrenching tragedies. ",home dark like technicolor tornado bursting luzs pictureperfect life jessie return texas hometown shattering request want tell lila truth luz husband struggle jessies return may mean rebellious lila seemingly solid marriage falter old secret exposed jessie come term past life bittersweet irony play hand meet dustin matlock young father survived devastating loss jessie begin see hopeful possibility lie buried wrenching tragedy,3
The Actor's Life: A Survival Guide,Jenna Fischer,4.8,586.0,668.0,"jenna fischer's hollywood journey began at the age of 22 when she moved to los angeles from her hometown of st. louis. with a theater degree in hand, she was determined, she was confident, she was ready to work hard. so, what could go wrong?",449.0,Acting & Auditioning,3,"The Actor's Life: A Survival Guide Jenna Fischer's Hollywood journey began at the age of 22 when she moved to Los Angeles from her hometown of St. Louis. With a theater degree in hand, she was determined, she was confident, she was ready to work hard. So, what could go wrong?",actor life survival guide jenna fischer hollywood journey began age moved los angeles hometown st louis theater degree hand determined confident ready work hard could go wrong,3
"What Doesn't Kill Us: How Freezing Water, Extreme Altitude and Environmental Conditioning Will Renew Our Lost Evolutionary Strength",Scott Carney,4.6,643.0,668.0,"what doesn't kill us, a new york times best seller, traces our evolutionary journey back to a time when survival depended on how well we adapted to the environment around us. ",571.0,Baseball,10,"What Doesn't Kill Us: How Freezing Water, Extreme Altitude and Environmental Conditioning Will Renew Our Lost Evolutionary Strength What Doesn't Kill Us, a New York Times best seller, traces our evolutionary journey back to a time when survival depended on how well we adapted to the environment around us. ",doesnt kill u freezing water extreme altitude environmental conditioning renew lost evolutionary strength doesnt kill u new york time best seller trace evolutionary journey back time survival depended well adapted environment around u,3
Isn’t it Obvious: Retailing and the Theory of Constraints,Eliyahu M. Goldratt,4.3,33.0,703.0,"a breakthrough solution is exposed when some unexpected events force caroline and paul, a married couple working for their family's retail business, to make a few small changes in the way things are done. a solution that propels the family's regional chain of stores into a very profitable, rapidly growing, international enterprise.",298.0,Forecasting & Strategic Planning,68,"Isn’t it Obvious: Retailing and the Theory of Constraints A breakthrough solution is exposed when some unexpected events force Caroline and Paul, a married couple working for their family's retail business, to make a few small changes in the way things are done. A solution that propels the family's regional chain of stores into a very profitable, rapidly growing, international enterprise.",isnt obvious retailing theory constraint breakthrough solution exposed unexpected event force caroline paul married couple working family retail business make small change way thing done solution propels family regional chain store profitable rapidly growing international enterprise,3
Idea Man: A Memoir by the Cofounder of Microsoft,Paul Allen,4.5,160.0,1131.0,"by his early 30s, paul allen was a world-famous billionaire - and that was just the beginning. ",762.0,Biographies of Science & Technology Leaders,25,"Idea Man: A Memoir by the Cofounder of Microsoft By his early 30s, Paul Allen was a world-famous billionaire - and that was just the beginning. ",idea man memoir cofounder microsoft early paul allen worldfamous billionaire beginning,3
The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,4.7,618.0,1131.0,an instant new york times best seller,860.0,Film History & Criticism,3,The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History An instant New York Times best seller,office untold story greatest sitcom oral history instant new york time best seller,3
The Enormous Crocodile,Roald Dahl,4.5,989.0,615.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"The Enormous Crocodile Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",enormous crocodile sorry need make sure youre robot best result please make sure browser accepting cooky,1
Alive at Work: The Neuroscience of Helping Your People Love What They Do,Daniel M. Cable,4.6,62.0,586.0,poll after poll has confirmed that an astonishing number of workers are disengaged from their work. why is this happening? and how can we fix the problem? ,282.0,Occupational & Organisational Psychology,11,Alive at Work: The Neuroscience of Helping Your People Love What They Do Poll after poll has confirmed that an astonishing number of workers are disengaged from their work. Why is this happening? And how can we fix the problem? ,alive work neuroscience helping people love poll poll confirmed astonishing number worker disengaged work happening fix problem,3
Jo's Boys,Louisa May Alcott,4.6,85.0,938.0,"jo march bhaer, who first appeared in little women, returns as the compassionate mentor to the boys and girls of plumfield school. the original students are now young men and women, scattered the world over but always drawn to plumfield to share their experiences. with fond memories of their school days to comfort them, the young men travel far and wide in search of happiness and fulfillment. the firebrand dan finds adventure and peril in the american west. emil’s life is threatened as he sails the high seas. and all the while, tender romances are finally blossoming. ",616.0,Coming of Age Fiction,36,"Jo's Boys Jo March Bhaer, who first appeared in Little Women, returns as the compassionate mentor to the boys and girls of Plumfield school. The original students are now young men and women, scattered the world over but always drawn to Plumfield to share their experiences. With fond memories of their school days to comfort them, the young men travel far and wide in search of happiness and fulfillment. The firebrand Dan finds adventure and peril in the American West. Emil’s life is threatened as he sails the high seas. And all the while, tender romances are finally blossoming. ",jos boy jo march bhaer first appeared little woman return compassionate mentor boy girl plumfield school original student young men woman scattered world always drawn plumfield share experience fond memory school day comfort young men travel far wide search happiness fulfillment firebrand dan find adventure peril american west emils life threatened sail high sea tender romance finally blossoming,3
Wall Street Titan,Anna Zaires,4.2,316.0,668.0,a billionaire who wants a perfect wife...,428.0,Romantic Comedy,36,Wall Street Titan A billionaire who wants a perfect wife...,wall street titan billionaire want perfect wife,3
A General Introduction to Psychoanalysis,Sigmund Freud,4.2,298.0,1340.0,"this series of 28 lectures was given by sigmund freud (1856-1939), the founder of psychoanalysis, during the first world war and first published in english in 1920. ",1051.0,Science,999,"A General Introduction to Psychoanalysis This series of 28 lectures was given by Sigmund Freud (1856-1939), the founder of psychoanalysis, during the First World War and first published in English in 1920. ",general introduction psychoanalysis series lecture given sigmund freud founder psychoanalysis first world war first published english,3
The Master Key System,Charles F Haanel,4.4,929.0,117.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"The Master Key System 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",master key system oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
How Stella Saved the Farm,Vijay Govindarajan,4.5,121.0,323.0,"inspired by george orwell's animal farm and the international bestseller our iceberg is melting, how stella saved the farm is a simple parable about embracing change and managing innovation in difficult times. bankruptcy, or the grim prospect of being acquired by a hostile human competitor, threatens windsor farm. but when a young sheep called stella comes up with a bold idea, will the other animals be able to respond to her ambitious call to action?",140.0,Public Speaking,999,"How Stella Saved the Farm Inspired by George Orwell's Animal Farm and the international bestseller Our Iceberg is Melting, How Stella Saved the Farm is a simple parable about embracing change and managing innovation in difficult times. Bankruptcy, or the grim prospect of being acquired by a hostile human competitor, threatens Windsor Farm. But when a young sheep called Stella comes up with a bold idea, will the other animals be able to respond to her ambitious call to action?",stella saved farm inspired george orwell animal farm international bestseller iceberg melting stella saved farm simple parable embracing change managing innovation difficult time bankruptcy grim prospect acquired hostile human competitor threatens windsor farm young sheep called stella come bold idea animal able respond ambitious call action,3
"Data Mining Techniques, Third Edition: For Marketing, Sales, and Customer Relationship Management",Gordon S. Linoff,4.2,63.0,938.0,"the leading introductory book on data mining, fully updated and revised! ",2313.0,Data Science,6,"Data Mining Techniques, Third Edition: For Marketing, Sales, and Customer Relationship Management The leading introductory book on data mining, fully updated and revised! ",data mining technique third edition marketing sale customer relationship management leading introductory book data mining fully updated revised,3
"Geronimo Stilton #17: Watch Your Whiskers, Stilton! and Geronimo Stilton #18: Shipwreck on Pirates Island",Geronimo Stilton,4.7,33.0,468.0,"
by completing your purchase you agree to audible’s  conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.
",148.0,Mice,4,"Geronimo Stilton #17: Watch Your Whiskers, Stilton! and Geronimo Stilton #18: Shipwreck on Pirates Island 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",geronimo stilton watch whisker stilton geronimo stilton shipwreck pirate island completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,0
The Little Book of Trading: Trend Following Strategy for Big Winnings,Michael Covel,3.6,98.0,703.0,"revealing the tricks leading to success that today's market wizards keep up their sleeves, the little book of trading is the resource you need to get all markets working for you again. ",278.0,Stocks,16,"The Little Book of Trading: Trend Following Strategy for Big Winnings Revealing the tricks leading to success that today's market wizards keep up their sleeves, The Little Book of Trading is the resource you need to get all markets working for you again. ",little book trading trend following strategy big winning revealing trick leading success today market wizard keep sleeve little book trading resource need get market working,3
Dirty Rich One Night Stand: Two Years Later,Lisa Renee Jones,4.8,54.0,668.0,continuing cat and reese's story (listen to the beginning of their story in dirty rich one night stand) ,390.0,Contemporary Romance,170,Dirty Rich One Night Stand: Two Years Later Continuing Cat and Reese's story (listen to the beginning of their story in Dirty Rich One Night Stand) ,dirty rich one night stand two year later continuing cat reeses story listen beginning story dirty rich one night stand,3
The Story of Human Language,John McWhorter,3.0,2.0,1405.0,"language defines us as a species, placing humans head and shoulders above even the most proficient animal communicators. but it also beguiles us with its endless mysteries, allowing us to ponder why different languages emerged, why there isn't simply a single language, how languages change over time and whether that's good or bad, and how languages die out and become extinct. now you can explore all of these questions and more in an in-depth series of 36 lectures from one of america's leading linguists.",1095.0,Linguistics,9,"The Story of Human Language Language defines us as a species, placing humans head and shoulders above even the most proficient animal communicators. But it also beguiles us with its endless mysteries, allowing us to ponder why different languages emerged, why there isn't simply a single language, how languages change over time and whether that's good or bad, and how languages die out and become extinct. Now you can explore all of these questions and more in an in-depth series of 36 lectures from one of America's leading linguists.",story human language language defines u specie placing human head shoulder even proficient animal communicator also beguiles u endless mystery allowing u ponder different language emerged isnt simply single language language change time whether thats good bad language die become extinct explore question indepth series lecture one america leading linguist,3
You Were Born Rich,Bob Proctor,4.6,263.0,820.0,"zig ziglar may be the master motivator, mark victor hansen of chicken soup for the soul the master storyteller; anthony robbins may be the guru of personal development, but bob proctor is the master thinker. when it comes to systematizing life, no one else can touch him. he is simply the best. bob proctor collects thoughts like imelda marcos used to collect shoes. he strings them together in exquisite arrays, one thought leading logically to the next until a whole method has been constructed. ",648.0,Personal Success,127,"You Were Born Rich Zig Ziglar may be the master motivator, Mark Victor Hansen of Chicken Soup for the Soul the master storyteller; Anthony Robbins may be the guru of personal development, but Bob Proctor is the master thinker. When it comes to systematizing life, no one else can touch him. He is simply the best. Bob Proctor collects thoughts like Imelda Marcos used to collect shoes. He strings them together in exquisite arrays, one thought leading logically to the next until a whole method has been constructed. ",born rich zig ziglar may master motivator mark victor hansen chicken soup soul master storyteller anthony robbins may guru personal development bob proctor master thinker come systematizing life one else touch simply best bob proctor collect thought like imelda marcos used collect shoe string together exquisite array one thought leading logically next whole method constructed,3
"The Man's Guide to Women: Scientifically Proven Secrets from the ""Love Lab"" About What Women Really Want ",John Gottman,4.5,328.0,668.0,"a great ""philosopher"" once said, ""trying to understand women is like trying to smell the color nine."" but the fact is, men can understand women to their great benefit. all they need is the right teacher. and, arguably, there is no better teacher than john gottman, phd, a world-renowned relationships researcher and author of the best-selling 7 principles of making marriage work. ",328.0,Marriage,3,"The Man's Guide to Women: Scientifically Proven Secrets from the ""Love Lab"" About What Women Really Want  A great ""philosopher"" once said, ""Trying to understand women is like trying to smell the color nine."" But the fact is, men can understand women to their great benefit. All they need is the right teacher. And, arguably, there is no better teacher than John Gottman, PhD, a world-renowned relationships researcher and author of the best-selling 7 Principles of Making Marriage Work. ",man guide woman scientifically proven secret love lab woman really want great philosopher said trying understand woman like trying smell color nine fact men understand woman great benefit need right teacher arguably better teacher john gottman phd worldrenowned relationship researcher author bestselling principle making marriage work,3
The Gift of the Gab: How Eloquence Works,David Crystal,4.5,27.0,820.0,"we all know eloquence when we hear it. but what exactly is it? and how might we gain more of it for ourselves? this entertaining and, yes, eloquent audiobook illuminates the power of language from a linguistic point of view and provides fascinating insights into the way we use words. david crystal, a world-renowned expert on the history and usage of the english language, probes the intricate workings of eloquence in this lively analysis.",377.0,Logic & Language Philosophy,3,"The Gift of the Gab: How Eloquence Works We all know eloquence when we hear it. But what exactly is it? And how might we gain more of it for ourselves? This entertaining and, yes, eloquent audiobook illuminates the power of language from a linguistic point of view and provides fascinating insights into the way we use words. David Crystal, a world-renowned expert on the history and usage of the English language, probes the intricate workings of eloquence in this lively analysis.",gift gab eloquence work know eloquence hear exactly might gain entertaining yes eloquent audiobook illuminates power language linguistic point view provides fascinating insight way use word david crystal worldrenowned expert history usage english language probe intricate working eloquence lively analysis,3
End of Days: What You Need to Know Now About the End of the World,Sylvia Browne,4.2,2492.0,632.0,"religious wars, global terrorism, genocide, ecological disaster: today's world is a scary place. the information age has carried us into the age of anxiety, where everyone is on edge, wondering what is coming next. what will happen in 2012, when the mayan calendar predicts the end of the world? what will the next 50 years bring? the next 100 years? if the world really is going to end, what then?",306.0,Divination,2,"End of Days: What You Need to Know Now About the End of the World Religious wars, global terrorism, genocide, ecological disaster: Today's world is a scary place. The Information Age has carried us into the Age of Anxiety, where everyone is on edge, wondering what is coming next. What will happen in 2012, when the Mayan calendar predicts the end of the world? What will the next 50 years bring? The next 100 years? If the world really is going to end, what then?",end day need know end world religious war global terrorism genocide ecological disaster today world scary place information age carried u age anxiety everyone edge wondering coming next happen mayan calendar predicts end world next year bring next year world really going end,3
"Napoleon Hill's Keys to Positive Thinking: 10 Steps to Health, Wealth, and Success",Napoleon Hill,4.6,13.0,352.0,"four words that make all the difference: ""i can do it."" ",200.0,Personal Success,546,"Napoleon Hill's Keys to Positive Thinking: 10 Steps to Health, Wealth, and Success Four words that make all the difference: ""I can do it."" ",napoleon hill key positive thinking step health wealth success four word make difference,3
Cracking the Code: My Journey to Bollywood,Ayushmann Khurrana,4.3,204.0,233.0,"so you love the spotlight and drama of bollywood and want to make it your life. but what is the right time to become a professional actor? what sort of hindrances are you likely to face as you make your way through the film and television industry? where will this road take you? and, most importantly, how do you make it happen? ",157.0,Biographies of Actors,5,"Cracking the Code: My Journey to Bollywood So you love the spotlight and drama of Bollywood and want to make it your life. But what is the right time to become a professional actor? What sort of hindrances are you likely to face as you make your way through the film and television industry? Where will this road take you? And, most importantly, how do you make it happen? ",cracking code journey bollywood love spotlight drama bollywood want make life right time become professional actor sort hindrance likely face make way film television industry road take importantly make happen,3
Panthers Moon (Hindi Edition),Ruskin Bond,4.3,10.0,668.0,"panthers moon is a collection of some of ruskin bond's most delightful tales, tales of human encounters with birds and animals. these tales are unique in nature and vary significantly, from a tale of a dreaded man-eating leopard who terrorized a nearby village to a tale of a unique bond between a cheetah and a boy. these fascinating stories by one of india's most popular story writers, ruskin bond, are sure to enchant listeners of all ages.",330.0,Fiction Short Stories,42,"Panthers Moon (Hindi Edition) Panthers Moon is a collection of some of Ruskin Bond's most delightful tales, tales of human encounters with birds and animals. These tales are unique in nature and vary significantly, from a tale of a dreaded man-eating leopard who terrorized a nearby village to a tale of a unique bond between a cheetah and a boy. These fascinating stories by one of India's most popular story writers, Ruskin Bond, are sure to enchant listeners of all ages.",panther moon hindi edition panther moon collection ruskin bond delightful tale tale human encounter bird animal tale unique nature vary significantly tale dreaded maneating leopard terrorized nearby village tale unique bond cheetah boy fascinating story one india popular story writer ruskin bond sure enchant listener age,3
The Left Hand of Darkness,Ursula K. Le Guin,4.3,994.0,820.0,winner of the hugo and nebula awards. ,520.0,Dystopian Science Fiction,999,The Left Hand of Darkness Winner of the Hugo and Nebula Awards. ,left hand darkness winner hugo nebula award,3
